arrival_date_full,0
2015-07-01,20311
2015-07-02,16530
2015-07-03,12966
2015-07-04,17480
2015-07-05,19591
2015-07-06,21441
2015-07-07,10930
2015-07-08,12148
2015-07-09,10274
2015-07-10,23705
2015-07-11,27216
2015-07-12,22639
2015-07-13,20809
2015-07-14,15760
2015-07-15,12779
2015-07-16,24603
2015-07-17,35427
2015-07-18,37014
2015-07-19,20388
2015-07-20,36553
2015-07-21,15595
2015-07-22,11770
2015-07-23,20703
2015-07-24,29244
2015-07-25,38455
2015-07-26,24547
2015-07-27,32740
2015-07-28,10592
2015-07-29,13586
2015-07-30,21683
2015-07-31,21995
2015-08-01,56063
2015-08-02,34373
2015-08-03,39216
2015-08-04,21667
2015-08-05,20127
2015-08-06,18103
2015-08-07,27375
2015-08-08,45576
2015-08-09,38533
2015-08-10,61565
2015-08-11,30231
2015-08-12,18156
2015-08-13,25411
2015-08-14,44756
2015-08-15,57467
2015-08-16,43211
2015-08-17,52351
2015-08-18,31621
2015-08-19,21525
2015-08-20,25384
2015-08-21,34922
2015-08-22,55828
2015-08-23,41304
2015-08-24,32840
2015-08-25,22720
2015-08-26,15190
2015-08-27,17194
2015-08-28,23928
2015-08-29,38179
2015-08-30,22212
2015-08-31,27539
2015-09-01,32384
2015-09-02,18347
2015-09-03,27024
2015-09-04,38389
2015-09-05,33333
2015-09-06,49654
2015-09-07,38682
2015-09-08,21547
2015-09-09,29085
2015-09-10,22049
2015-09-11,24300
2015-09-12,29244
2015-09-13,24100
2015-09-14,30857
2015-09-15,22274
2015-09-16,24921
2015-09-17,27880
2015-09-18,32960
2015-09-19,42005
2015-09-20,32589
2015-09-21,36578
2015-09-22,22464
2015-09-23,36414
2015-09-24,25263
2015-09-25,95364
2015-09-26,37017
2015-09-27,19342
2015-09-28,20698
2015-09-29,13113
2015-09-30,18953
2015-10-01,24218
2015-10-02,37311
2015-10-03,16518
2015-10-04,34147
2015-10-05,28061
2015-10-06,27096
2015-10-07,26187
2015-10-08,13826
2015-10-09,30166
2015-10-10,23071
2015-10-11,16959
2015-10-12,32983
2015-10-13,17185
2015-10-14,10714
2015-10-15,28044
2015-10-16,26298
2015-10-17,12347
2015-10-18,32363
2015-10-19,42844
2015-10-20,22136
2015-10-21,15542
2015-10-22,17380
2015-10-23,21025
2015-10-24,17515
2015-10-25,42398
2015-10-26,16775
2015-10-27,7235
2015-10-28,28877
2015-10-29,10354
2015-10-30,9708
2015-10-31,13257
2015-11-01,11593
2015-11-02,12553
2015-11-03,8196
2015-11-04,7904
2015-11-05,9720
2015-11-06,15824
2015-11-07,15827
2015-11-08,11859
2015-11-09,8153
2015-11-10,6111
2015-11-11,7011
2015-11-12,6836
2015-11-13,3824
2015-11-14,6137
2015-11-15,4501
2015-11-16,6898
2015-11-17,7497
2015-11-18,26146
2015-11-19,5141
2015-11-20,19546
2015-11-21,7079
2015-11-22,9202
2015-11-23,28219
2015-11-24,7344
2015-11-25,4079
2015-11-26,5357
2015-11-27,14635
2015-11-28,4768
2015-11-29,3292
2015-11-30,6495
2015-12-01,3546
2015-12-02,4658
2015-12-03,8817
2015-12-04,20498
2015-12-05,60522
2015-12-06,8416
2015-12-07,1827
2015-12-08,2762
2015-12-09,7247
2015-12-10,4178
2015-12-11,4209
2015-12-12,5531
2015-12-13,2588
2015-12-14,3686
2015-12-15,2248
2015-12-16,3705
2015-12-17,5761
2015-12-18,5571
2015-12-19,8223
2015-12-20,5363
2015-12-21,5868
2015-12-22,9863
2015-12-23,15923
2015-12-24,9867
2015-12-25,7280
2015-12-26,23167
2015-12-27,24989
2015-12-28,18395
2015-12-29,23682
2015-12-30,60522
2015-12-31,24168
2016-01-01,8082
2016-01-02,29360
2016-01-03,7383
2016-01-04,12574
2016-01-05,3769
2016-01-06,4795
2016-01-07,5884
2016-01-08,7784
2016-01-09,5834
2016-01-10,9842
2016-01-11,4800
2016-01-12,4974
2016-01-13,4082
2016-01-14,7481
2016-01-15,11875
2016-01-16,7140
2016-01-17,4476
2016-01-18,6385
2016-01-19,13854
2016-01-20,5578
2016-01-21,8198
2016-01-22,5887
2016-01-23,6616
2016-01-24,7372
2016-01-25,8510
2016-01-26,183
2016-01-27,7871
2016-01-28,8984
2016-01-29,10136
2016-01-30,7264
2016-01-31,6734
2016-02-01,6877
2016-02-02,4126
2016-02-03,10734
2016-02-04,12127
2016-02-05,17446
2016-02-06,35423
2016-02-07,23430
2016-02-08,15351
2016-02-09,6948
2016-02-10,9645
2016-02-11,13502
2016-02-12,24591
2016-02-13,23468
2016-02-14,23006
2016-02-15,12519
2016-02-16,8522
2016-02-17,9681
2016-02-18,13310
2016-02-19,21527
2016-02-20,16864
2016-02-21,14076
2016-02-22,18475
2016-02-23,10595
2016-02-24,10961
2016-02-25,11274
2016-02-26,18015
2016-02-27,33115
2016-02-28,18918
2016-02-29,12503
2016-03-01,15605
2016-03-02,15396
2016-03-03,17126
2016-03-04,20753
2016-03-05,21224
2016-03-06,14477
2016-03-07,27918
2016-03-08,12933
2016-03-09,20812
2016-03-10,18019
2016-03-11,22310
2016-03-12,20779
2016-03-13,22813
2016-03-14,20977
2016-03-15,14815
2016-03-16,12040
2016-03-17,22815
2016-03-18,22033
2016-03-19,33203
2016-03-20,38359
2016-03-21,27353
2016-03-22,16840
2016-03-23,21468
2016-03-24,44161
2016-03-25,27994
2016-03-26,19202
2016-03-27,19889
2016-03-28,36691
2016-03-29,19754
2016-03-30,18399
2016-03-31,30680
2016-04-01,19845
2016-04-02,20619
2016-04-03,22786
2016-04-04,31917
2016-04-05,15332
2016-04-06,23719
2016-04-07,23743
2016-04-08,27984
2016-04-09,34522
2016-04-10,24636
2016-04-11,36944
2016-04-12,20053
2016-04-13,21290
2016-04-14,18935
2016-04-15,24024
2016-04-16,31472
2016-04-17,33020
2016-04-18,38037
2016-04-19,17398
2016-04-20,25632
2016-04-21,23964
2016-04-22,30391
2016-04-23,36415
2016-04-24,25641
2016-04-25,26373
2016-04-26,26015
2016-04-27,24572
2016-04-28,34591
2016-04-29,37647
2016-04-30,37398
2016-05-01,20494
2016-05-02,44806
2016-05-03,16134
2016-05-04,22156
2016-05-05,36749
2016-05-06,23079
2016-05-07,29138
2016-05-08,30539
2016-05-09,44381
2016-05-10,23128
2016-05-11,26352
2016-05-12,29482
2016-05-13,30607
2016-05-14,24011
2016-05-15,41701
2016-05-16,32640
2016-05-17,29047
2016-05-18,20081
2016-05-19,40675
2016-05-20,21962
2016-05-21,37747
2016-05-22,33970
2016-05-23,24489
2016-05-24,18894
2016-05-25,20621
2016-05-26,47164
2016-05-27,13792
2016-05-28,15116
2016-05-29,49260
2016-05-30,41758
2016-05-31,28386
2016-06-01,29039
2016-06-02,37576
2016-06-03,31705
2016-06-04,26558
2016-06-05,20781
2016-06-06,59170
2016-06-07,19815
2016-06-08,19116
2016-06-09,33583
2016-06-10,40900
2016-06-11,28348
2016-06-12,40768
2016-06-13,30249
2016-06-14,20541
2016-06-15,34144
2016-06-16,33127
2016-06-17,46596
2016-06-18,28062
2016-06-19,36630
2016-06-20,32796
2016-06-21,28655
2016-06-22,20007
2016-06-23,14796
2016-06-24,38962
2016-06-25,23402
2016-06-26,63085
2016-06-27,34225
2016-06-28,34670
2016-06-29,20237
2016-06-30,35896
2016-07-01,33276
2016-07-02,35420
2016-07-03,42951
2016-07-04,47127
2016-07-05,41711
2016-07-06,36275
2016-07-07,31621
2016-07-08,37415
2016-07-09,43884
2016-07-10,47762
2016-07-11,50249
2016-07-12,29318
2016-07-13,41838
2016-07-14,38863
2016-07-15,39752
2016-07-16,55765
2016-07-17,54720
2016-07-18,65801
2016-07-19,33837
2016-07-20,29135
2016-07-21,51280
2016-07-22,33089
2016-07-23,65968
2016-07-24,48443
2016-07-25,59790
2016-07-26,32405
2016-07-27,35857
2016-07-28,39785
2016-07-29,37443
2016-07-30,60554
2016-07-31,50009
2016-08-01,88521
2016-08-02,46023
2016-08-03,50111
2016-08-04,56537
2016-08-05,43755
2016-08-06,56693
2016-08-07,49934
2016-08-08,83757
2016-08-09,41222
2016-08-10,36811
2016-08-11,50600
2016-08-12,52688
2016-08-13,66609
2016-08-14,58105
2016-08-15,69668
2016-08-16,58244
2016-08-17,41981
2016-08-18,48591
2016-08-19,43181
2016-08-20,69174
2016-08-21,59493
2016-08-22,78092
2016-08-23,38632
2016-08-24,36760
2016-08-25,35495
2016-08-26,48144
2016-08-27,46771
2016-08-28,63238
2016-08-29,45194
2016-08-30,27262
2016-08-31,33541
2016-09-01,48266
2016-09-02,39984
2016-09-03,43775
2016-09-04,37552
2016-09-05,61457
2016-09-06,32725
2016-09-07,21800
2016-09-08,33611
2016-09-09,33722
2016-09-10,35875
2016-09-11,43418
2016-09-12,33703
2016-09-13,39151
2016-09-14,22769
2016-09-15,40922
2016-09-16,36410
2016-09-17,32626
2016-09-18,42876
2016-09-19,43672
2016-09-20,24706
2016-09-21,30378
2016-09-22,38534
2016-09-23,27801
2016-09-24,28090
2016-09-25,45426
2016-09-26,45146
2016-09-27,25463
2016-09-28,27135
2016-09-29,24953
2016-09-30,39968
2016-10-01,23101
2016-10-02,38695
2016-10-03,37508
2016-10-04,28303
2016-10-05,25768
2016-10-06,28618
2016-10-07,35063
2016-10-08,20743
2016-10-09,31791
2016-10-10,34633
2016-10-11,21968
2016-10-12,19728
2016-10-13,26924
2016-10-14,26809
2016-10-15,21286
2016-10-16,52004
2016-10-17,34872
2016-10-18,19487
2016-10-19,21011
2016-10-20,25366
2016-10-21,30991
2016-10-22,25141
2016-10-23,41981
2016-10-24,27809
2016-10-25,28932
2016-10-26,20510
2016-10-27,20524
2016-10-28,35584
2016-10-29,37511
2016-10-30,38079
2016-10-31,30033
2016-11-01,19380
2016-11-02,24852
2016-11-03,20231
2016-11-04,24936
2016-11-05,23918
2016-11-06,43201
2016-11-07,52451
2016-11-08,14729
2016-11-09,12676
2016-11-10,24499
2016-11-11,30290
2016-11-12,25558
2016-11-13,29454
2016-11-14,30162
2016-11-15,10942
2016-11-16,18350
2016-11-17,19248
2016-11-18,27952
2016-11-19,23188
2016-11-20,15854
2016-11-21,25851
2016-11-22,8337
2016-11-23,10906
2016-11-24,15272
2016-11-25,21702
2016-11-26,14874
2016-11-27,15345
2016-11-28,13746
2016-11-29,8290
2016-11-30,8680
2016-12-01,18255
2016-12-02,19889
2016-12-03,27734
2016-12-04,15142
2016-12-05,23293
2016-12-06,9887
2016-12-07,13076
2016-12-08,32749
2016-12-09,12763
2016-12-10,12553
2016-12-11,4645
2016-12-12,7205
2016-12-13,8613
2016-12-14,9069
2016-12-15,7606
2016-12-16,10168
2016-12-17,15256
2016-12-18,14338
2016-12-19,13172
2016-12-20,12387
2016-12-21,17694
2016-12-22,23733
2016-12-23,22451
2016-12-24,28179
2016-12-25,16098
2016-12-26,20519
2016-12-27,33983
2016-12-28,33209
2016-12-29,29442
2016-12-30,60518
2016-12-31,19899
2017-01-01,21081
2017-01-02,30312
2017-01-03,18325
2017-01-04,10933
2017-01-05,11651
2017-01-06,14504
2017-01-07,16545
2017-01-08,14248
2017-01-09,11436
2017-01-10,6247
2017-01-11,7945
2017-01-12,12597
2017-01-13,10814
2017-01-14,15757
2017-01-15,19909
2017-01-16,30120
2017-01-17,7675
2017-01-18,22921
2017-01-19,21822
2017-01-20,10878
2017-01-21,14021
2017-01-22,19550
2017-01-23,15088
2017-01-24,9118
2017-01-25,16346
2017-01-26,12399
2017-01-27,17875
2017-01-28,13168
2017-01-29,13356
2017-01-30,14933
2017-01-31,7582
2017-02-01,6966
2017-02-02,22788
2017-02-03,7778
2017-02-04,22630
2017-02-05,25949
2017-02-06,16026
2017-02-07,9285
2017-02-08,11405
2017-02-09,23093
2017-02-10,22176
2017-02-11,20257
2017-02-12,36598
2017-02-13,34947
2017-02-14,14546
2017-02-15,23461
2017-02-16,20243
2017-02-17,21695
2017-02-18,22940
2017-02-19,30116
2017-02-20,27538
2017-02-21,12863
2017-02-22,20607
2017-02-23,18433
2017-02-24,18010
2017-02-25,33647
2017-02-26,39535
2017-02-27,26057
2017-02-28,11082
2017-03-01,12952
2017-03-02,29760
2017-03-03,20209
2017-03-04,15544
2017-03-05,35127
2017-03-06,27461
2017-03-07,18843
2017-03-08,14715
2017-03-09,17376
2017-03-10,29097
2017-03-11,21373
2017-03-12,25266
2017-03-13,31613
2017-03-14,18325
2017-03-15,19879
2017-03-16,27455
2017-03-17,22862
2017-03-18,22910
2017-03-19,36892
2017-03-20,32573
2017-03-21,12938
2017-03-22,15335
2017-03-23,21218
2017-03-24,25824
2017-03-25,24410
2017-03-26,32110
2017-03-27,26217
2017-03-28,16185
2017-03-29,24002
2017-03-30,33095
2017-03-31,36062
